season,team,conference,statName,statValue
2019,Nevada,Mountain West,tacklesForLoss,84
2019,South Florida,American Athletic,puntReturns,15
2019,Fresno State,Mountain West,passAttempts,372
2019,Virginia,ACC,passingTDs,23
2019,UNLV,Mountain West,turnovers,18
2019,Purdue,Big Ten,rushingTDs,9
2019,Toledo,Mid-American,firstDowns,261
2019,Penn State,Big Ten,netPassingYards,2877
2019,Nebraska,Big Ten,possessionTime,20813
2019,Utah,Pac-12,thirdDowns,176
2019,Utah,Pac-12,passAttempts,321
2019,Tulsa,American Athletic,passAttempts,444
2019,Illinois,Big Ten,fourthDownConversions,5
2019,Coastal Carolina,Sun Belt,fumblesRecovered,8
2019,West Virginia,Big 12,interceptionTDs,1
2019,Kansas,Big 12,kickReturnTDs,0
2019,Minnesota,Big Ten,netPassingYards,3293
2019,Western Michigan,Mid-American,fumblesLost,6
2019,Colorado State,Mountain West,passingTDs,21
2019,Michigan State,Big Ten,thirdDownConversions,70
2019,Iowa State,Big 12,fourthDowns,21
2019,Florida Atlantic,Conference USA,fourthDowns,22
2019,Nebraska,Big Ten,fourthDowns,23
2019,San Diego State,Mountain West,interceptions,6
2019,Kansas,Big 12,thirdDowns,167
2019,California,Pac-12,passesIntercepted,8
2019,Clemson,ACC,interceptionTDs,2
2019,Ole Miss,SEC,puntReturnYards,87
2019,Navy,American Athletic,interceptions,4
2019,Charlotte,Conference USA,passAttempts,321
2019,Duke,ACC,turnovers,29
2019,BYU,FBS Independents,rushingYards,2068
2019,Southern Mississippi,Conference USA,rushingTDs,17
2019,UCLA,Pac-12,turnovers,22
2019,Cincinnati,American Athletic,puntReturnYards,250
2019,Old Dominion,Conference USA,fourthDowns,33
2019,Iowa,Big Ten,interceptions,7
2019,Colorado State,Mountain West,passCompletions,279
2019,Florida International,Conference USA,penalties,79
2019,Louisville,ACC,penalties,93
2019,Notre Dame,FBS Independents,penaltyYards,665
2019,Virginia Tech,ACC,puntReturnTDs,0
2019,Illinois,Big Ten,fumblesLost,9
2019,Middle Tennessee,Conference USA,totalYards,4900
2019,Tulane,American Athletic,kickReturnYards,980
2019,Tulane,American Athletic,rushingAttempts,612
2019,Rutgers,Big Ten,passesIntercepted,6
2019,UCLA,Pac-12,puntReturnYards,180
2019,Ball State,Mid-American,puntReturnTDs,0
2019,Georgia Southern,Sun Belt,penaltyYards,569
2019,Louisville,ACC,thirdDownConversions,76
2019,Kentucky,SEC,games,13
2019,East Carolina,American Athletic,turnovers,17
2019,Wake Forest,ACC,interceptionTDs,0
2019,Middle Tennessee,Conference USA,games,12
2019,Ole Miss,SEC,rushingTDs,29
2019,Old Dominion,Conference USA,puntReturnTDs,0
2019,Auburn,SEC,games,13
2019,Colorado State,Mountain West,puntReturnYards,142
2019,Charlotte,Conference USA,fumblesRecovered,8
2019,Oregon State,Pac-12,passingTDs,30
2019,Wisconsin,Big Ten,fumblesLost,17
2019,North Texas,Conference USA,fumblesLost,7
2019,Memphis,American Athletic,passesIntercepted,11
2019,New Mexico State,FBS Independents,passAttempts,446
2019,West Virginia,Big 12,puntReturnTDs,0
2019,BYU,FBS Independents,kickReturnYards,427
2019,Akron,Mid-American,sacks,12
2019,Missouri,SEC,totalYards,4491
2019,Tulsa,American Athletic,passCompletions,254
2019,Wisconsin,Big Ten,interceptions,5
2019,Connecticut,American Athletic,fourthDownConversions,10
2019,Louisiana Monroe,Sun Belt,passingTDs,21
2019,Florida,SEC,turnovers,18
2019,Boston College,ACC,possessionTime,21691
2019,Alabama,SEC,puntReturns,24
2019,Fresno State,Mountain West,penalties,75
2019,UTEP,Conference USA,firstDowns,214
2019,UAB,Conference USA,kickReturns,28
2019,Wyoming,Mountain West,rushingAttempts,575
2019,UTEP,Conference USA,interceptionYards,0
2019,Minnesota,Big Ten,thirdDowns,161
2019,Southern Mississippi,Conference USA,fourthDownConversions,8
2019,UAB,Conference USA,games,14
2019,Tulsa,American Athletic,penalties,109
2019,UAB,Conference USA,passesIntercepted,7
2019,Oklahoma State,Big 12,thirdDownConversions,73
2019,North Texas,Conference USA,thirdDowns,173
2019,Eastern Michigan,Mid-American,kickReturnYards,254
2019,UCLA,Pac-12,fumblesRecovered,16
2019,Florida International,Conference USA,interceptionYards,150
2019,Penn State,Big Ten,fumblesLost,5
2019,Liberty,FBS Independents,kickReturnTDs,1
2019,Ole Miss,SEC,fourthDowns,31
2019,Louisiana Tech,Conference USA,interceptions,10
2019,Arizona State,Pac-12,sacks,33
2019,Florida Atlantic,Conference USA,kickReturns,27
2019,Florida International,Conference USA,interceptions,6
2019,Vanderbilt,SEC,tacklesForLoss,90
2019,Illinois,Big Ten,fumblesRecovered,29
2019,Arkansas State,Sun Belt,fourthDowns,23
2019,South Alabama,Sun Belt,fumblesRecovered,10
2019,Kent State,Mid-American,interceptions,2
2019,Washington,Pac-12,fumblesRecovered,14
2019,Texas A&M,SEC,netPassingYards,3060
2019,California,Pac-12,fourthDownConversions,6
2019,Bowling Green,Mid-American,kickReturns,43
2019,Penn State,Big Ten,puntReturns,33
2019,Minnesota,Big Ten,puntReturns,11
2019,Colorado State,Mountain West,puntReturnTDs,0
2019,Oklahoma,Big 12,penalties,101
2019,San Diego State,Mountain West,rushingYards,1827
2019,Pittsburgh,ACC,kickReturns,18
2019,Stanford,Pac-12,thirdDownConversions,64
2019,Troy,Sun Belt,kickReturnYards,929
2019,UMass,FBS Independents,fumblesLost,4
2019,Bowling Green,Mid-American,fourthDowns,32
2019,South Alabama,Sun Belt,turnovers,22
2019,Utah State,Mountain West,firstDowns,289
2019,Oregon,Pac-12,possessionTime,23722
2019,Central Michigan,Mid-American,firstDowns,287
2019,UMass,FBS Independents,penaltyYards,717
2019,Fresno State,Mountain West,puntReturns,9
2019,Kansas,Big 12,sacks,20
2019,Tulsa,American Athletic,passesIntercepted,5
2019,Central Michigan,Mid-American,passingTDs,16
2019,Connecticut,American Athletic,interceptions,15
2019,Charlotte,Conference USA,passesIntercepted,9
2019,Wake Forest,ACC,totalYards,6030
2019,Middle Tennessee,Conference USA,penalties,57
2019,Western Michigan,Mid-American,thirdDownConversions,86
2019,Rice,Conference USA,turnovers,16
2019,UCF,American Athletic,netPassingYards,4117
2019,Ball State,Mid-American,fourthDowns,23
2019,Minnesota,Big Ten,puntReturnTDs,0
2019,NC State,ACC,kickReturnYards,412
2019,Rutgers,Big Ten,totalYards,3277
2019,Georgia State,Sun Belt,games,13
2019,Ohio,Mid-American,puntReturns,30
2019,Miami (OH),Mid-American,fumblesRecovered,15
2019,Washington,Pac-12,rushingYards,1922
2019,South Florida,American Athletic,tacklesForLoss,154
2019,Army,FBS Independents,interceptions,7
2019,Louisiana,Sun Belt,turnovers,14
2019,UNLV,Mountain West,fourthDownConversions,17
2019,East Carolina,American Athletic,netPassingYards,3466
2019,Texas State,Sun Belt,interceptionTDs,0
2019,Tennessee,SEC,fourthDownConversions,2
2019,Air Force,Mountain West,netPassingYards,1602
2019,Miami (OH),Mid-American,puntReturnTDs,1
2019,Northwestern,Big Ten,netPassingYards,1414
2019,Louisville,ACC,firstDowns,263
2019,Minnesota,Big Ten,fumblesLost,7
2019,Ball State,Mid-American,games,12
2019,Oklahoma State,Big 12,passAttempts,362
2019,Kansas,Big 12,interceptions,14
2019,Georgia,SEC,thirdDowns,188
2019,Central Michigan,Mid-American,interceptionYards,65
2019,Texas,Big 12,rushingAttempts,480
2019,Ohio State,Big Ten,fumblesRecovered,16
2019,North Texas,Conference USA,rushingTDs,11
2019,Georgia State,Sun Belt,kickReturnYards,114
2019,Houston,American Athletic,kickReturns,28
2019,Wake Forest,ACC,games,13
2019,Iowa State,Big 12,kickReturnTDs,0
2019,Kansas State,Big 12,games,13
2019,Air Force,Mountain West,kickReturns,13
2019,Kansas State,Big 12,fourthDowns,15
2019,UAB,Conference USA,fumblesRecovered,24
2019,South Florida,American Athletic,passesIntercepted,12
2019,UMass,FBS Independents,rushingYards,1495
2019,Old Dominion,Conference USA,games,12
2019,North Texas,Conference USA,interceptionTDs,0
2019,Akron,Mid-American,games,12
2019,Florida,SEC,rushingTDs,21
2019,Central Michigan,Mid-American,penaltyYards,872
2019,Kent State,Mid-American,rushingYards,2427
2019,Northern Illinois,Mid-American,fourthDownConversions,10
2019,LSU,SEC,rushingYards,2502
2019,Pittsburgh,ACC,passAttempts,513
2019,Cincinnati,American Athletic,netPassingYards,2552
2019,Clemson,ACC,rushingYards,3606
2019,Kent State,Mid-American,puntReturns,14
2019,West Virginia,Big 12,firstDowns,212
2019,Akron,Mid-American,thirdDownConversions,42
2019,Navy,American Athletic,kickReturns,20
2019,Washington,Pac-12,puntReturnYards,268
2019,Middle Tennessee,Conference USA,netPassingYards,2815
2019,TCU,Big 12,turnovers,19
2019,Syracuse,ACC,fumblesLost,9
2019,Kansas State,Big 12,netPassingYards,2344
2019,Old Dominion,Conference USA,passingTDs,5
2019,UCF,American Athletic,passAttempts,457
2019,Connecticut,American Athletic,possessionTime,23354
2019,Maryland,Big Ten,fumblesRecovered,9
2019,Iowa,Big Ten,fourthDownConversions,15
2019,Vanderbilt,SEC,fourthDownConversions,8
2019,Syracuse,ACC,puntReturnYards,137
2019,Toledo,Mid-American,fumblesRecovered,7
2019,Florida Atlantic,Conference USA,passingTDs,30
2019,Louisiana Tech,Conference USA,passingTDs,21
2019,New Mexico State,FBS Independents,thirdDownConversions,55
2019,Western Michigan,Mid-American,games,13
2019,Virginia Tech,ACC,tacklesForLoss,110
2019,Houston,American Athletic,passCompletions,176
2019,Eastern Michigan,Mid-American,fumblesRecovered,15
2019,South Alabama,Sun Belt,passAttempts,282
2019,Rice,Conference USA,passingTDs,13
2019,Michigan State,Big Ten,sacks,49
2019,Temple,American Athletic,turnovers,20
2019,Wake Forest,ACC,kickReturnYards,424
2019,LSU,SEC,rushingAttempts,513
2019,Liberty,FBS Independents,netPassingYards,3756
2019,New Mexico,Mountain West,interceptionYards,71
2019,Coastal Carolina,Sun Belt,games,12
2019,Nevada,Mountain West,interceptionYards,85
2019,Florida International,Conference USA,passingTDs,14
2019,Virginia,ACC,passAttempts,520
2019,Utah State,Mountain West,thirdDowns,197
2019,Oklahoma State,Big 12,penaltyYards,612
2019,Army,FBS Independents,kickReturnTDs,0
2019,Texas,Big 12,passAttempts,470
2019,Tennessee,SEC,penalties,83
2019,Connecticut,American Athletic,puntReturnYards,107
2019,Buffalo,Mid-American,fourthDowns,25
2019,Memphis,American Athletic,penaltyYards,839
2019,Auburn,SEC,totalYards,5275
2019,Maryland,Big Ten,interceptions,12
2019,Navy,American Athletic,fumblesLost,12
2019,Virginia Tech,ACC,fumblesRecovered,7
2019,Colorado,Pac-12,penalties,85
2019,USC,Pac-12,interceptionTDs,0
2019,Ohio State,Big Ten,sacks,66
2019,UCLA,Pac-12,interceptions,12
2019,USC,Pac-12,rushingTDs,18
2019,Illinois,Big Ten,kickReturnYards,710
2019,Virginia,ACC,kickReturnYards,1204
2019,Louisville,ACC,rushingYards,2768
2019,Tulsa,American Athletic,penaltyYards,949
2019,Northwestern,Big Ten,kickReturnTDs,0
2019,Oregon State,Pac-12,rushingTDs,21
2019,Wake Forest,ACC,passesIntercepted,14
2019,Houston,American Athletic,interceptions,12
2019,Army,FBS Independents,puntReturnTDs,0
2019,Auburn,SEC,fumblesLost,11
2019,Arizona State,Pac-12,games,13
2019,Louisiana Monroe,Sun Belt,sacks,24
2019,Alabama,SEC,kickReturnTDs,1
2019,Rice,Conference USA,fumblesRecovered,8
2019,Boise State,Mountain West,games,14
2019,Louisiana,Sun Belt,puntReturnYards,191
2019,Illinois,Big Ten,netPassingYards,2397
2019,Coastal Carolina,Sun Belt,penalties,67
2019,Michigan,Big Ten,netPassingYards,3261
2019,Georgia Southern,Sun Belt,totalYards,4291
2019,Louisiana Monroe,Sun Belt,passCompletions,245
2019,UCLA,Pac-12,games,12
2019,South Carolina,SEC,puntReturns,12
2019,Rutgers,Big Ten,games,12
2019,Missouri,SEC,puntReturnYards,223
2019,Colorado State,Mountain West,fourthDownConversions,11
2019,Liberty,FBS Independents,passAttempts,452
2019,Duke,ACC,netPassingYards,2152
2019,Baylor,Big 12,fumblesLost,11
2019,Florida State,ACC,tacklesForLoss,84
2019,Boston College,ACC,tacklesForLoss,124
2019,Georgia Southern,Sun Belt,netPassingYards,968
2019,Florida Atlantic,Conference USA,puntReturnTDs,1
2019,Mississippi State,SEC,games,13
2019,Texas,Big 12,passCompletions,306
2019,Hawai'i,Mountain West,passCompletions,396
2019,Marshall,Conference USA,kickReturnYards,578
2019,Northwestern,Big Ten,fumblesRecovered,15
2019,Oklahoma State,Big 12,puntReturnYards,164
2019,Memphis,American Athletic,penalties,103
2019,Georgia Tech,ACC,penalties,57
2019,Florida State,ACC,rushingYards,1829
2019,Iowa State,Big 12,puntReturnYards,96
2019,Miami,ACC,rushingYards,1535
2019,Troy,Sun Belt,passAttempts,491
2019,Virginia,ACC,puntReturns,27
2019,Liberty,FBS Independents,fumblesLost,8
2019,Navy,American Athletic,turnovers,16
2019,Colorado State,Mountain West,turnovers,24
2019,UNLV,Mountain West,netPassingYards,2474
2019,Nevada,Mountain West,fumblesRecovered,13
2019,Arkansas State,Sun Belt,sacks,31
2019,Marshall,Conference USA,puntReturnYards,248
2019,NC State,ACC,fumblesRecovered,4
2019,South Carolina,SEC,rushingYards,1796
2019,Kansas State,Big 12,passingTDs,12
2019,Oklahoma State,Big 12,fourthDowns,21
2019,Virginia Tech,ACC,passCompletions,184
2019,Liberty,FBS Independents,thirdDowns,168
2019,Michigan,Big Ten,thirdDowns,175
2019,Ball State,Mid-American,passCompletions,239
2019,Liberty,FBS Independents,tacklesForLoss,113
2019,Louisiana Tech,Conference USA,netPassingYards,3490
2019,Pittsburgh,ACC,puntReturnYards,199
2019,Northern Illinois,Mid-American,thirdDownConversions,57
2019,Army,FBS Independents,thirdDowns,168
2019,San José State,Mountain West,kickReturnTDs,0
2019,Florida International,Conference USA,firstDowns,259
2019,Old Dominion,Conference USA,possessionTime,22126
2019,South Carolina,SEC,passesIntercepted,12
2019,Air Force,Mountain West,puntReturnYards,6
2019,Wake Forest,ACC,puntReturns,28
2019,UT San Antonio,Conference USA,kickReturnYards,652
2019,Coastal Carolina,Sun Belt,fourthDownConversions,23
2019,Clemson,ACC,turnovers,15
2019,Ohio State,Big Ten,fourthDowns,13
2019,LSU,SEC,turnovers,12
2019,Central Michigan,Mid-American,interceptions,13
2019,Mississippi State,SEC,rushingAttempts,529
2019,Alabama,SEC,fourthDownConversions,13
2019,Illinois,Big Ten,kickReturns,35
2019,Kansas State,Big 12,fumblesLost,8
2019,Texas State,Sun Belt,tacklesForLoss,65
2019,North Carolina,ACC,interceptionYards,58
2019,UAB,Conference USA,totalYards,4923
2019,Oregon,Pac-12,fumblesLost,5
2019,Connecticut,American Athletic,totalYards,4136
2019,Nevada,Mountain West,puntReturnTDs,0
2019,Clemson,ACC,passesIntercepted,19
2019,Appalachian State,Sun Belt,interceptions,6
2019,Vanderbilt,SEC,possessionTime,21067
2019,Louisiana Tech,Conference USA,games,13
2019,Arizona,Pac-12,turnovers,18
2019,Washington,Pac-12,passAttempts,411
2019,Ball State,Mid-American,rushingAttempts,536
2019,Connecticut,American Athletic,puntReturns,10
2019,North Carolina,ACC,thirdDowns,191
2019,LSU,SEC,interceptionTDs,0
2019,Penn State,Big Ten,thirdDownConversions,73
2019,Tennessee,SEC,firstDowns,241
2019,San José State,Mountain West,firstDowns,257
2019,Air Force,Mountain West,possessionTime,26885
2019,Miami (OH),Mid-American,possessionTime,23736
2019,Georgia Tech,ACC,interceptions,10
2019,Western Michigan,Mid-American,interceptionTDs,2
2019,Duke,ACC,totalYards,3956
2019,Liberty,FBS Independents,thirdDownConversions,68
2019,North Carolina,ACC,penalties,80
2019,BYU,FBS Independents,passesIntercepted,15
2019,Georgia Southern,Sun Belt,turnovers,11
2019,California,Pac-12,puntReturnTDs,0
2019,Boston College,ACC,fumblesRecovered,6
2019,Michigan State,Big Ten,kickReturns,28
2019,San Diego State,Mountain West,passesIntercepted,18
2019,Washington State,Pac-12,interceptions,16
2019,South Alabama,Sun Belt,puntReturns,12
2019,Western Michigan,Mid-American,interceptionYards,220
2019,Louisiana Monroe,Sun Belt,penalties,95
2019,Ohio State,Big Ten,interceptionYards,280
2019,Fresno State,Mountain West,sacks,21
2019,Arizona State,Pac-12,interceptions,4
2019,Middle Tennessee,Conference USA,fumblesLost,5
2019,Oregon State,Pac-12,interceptions,4
2019,LSU,SEC,puntReturns,22
2019,Arkansas State,Sun Belt,rushingTDs,13
2019,Maryland,Big Ten,totalYards,4122
2019,SMU,American Athletic,fourthDowns,30
2019,Georgia Tech,ACC,kickReturnYards,715
2019,Florida Atlantic,Conference USA,interceptionYards,221
2019,Bowling Green,Mid-American,penaltyYards,710
2019,BYU,FBS Independents,thirdDownConversions,79
2019,Rutgers,Big Ten,tacklesForLoss,69
2019,Minnesota,Big Ten,kickReturns,19
2019,Michigan State,Big Ten,games,13
2019,Georgia Southern,Sun Belt,sacks,26
2019,TCU,Big 12,interceptionTDs,1
2019,Maryland,Big Ten,passingTDs,16
2019,Minnesota,Big Ten,firstDowns,295
2019,West Virginia,Big 12,thirdDownConversions,62
2019,Duke,ACC,kickReturnTDs,2
2019,Mississippi State,SEC,interceptionYards,163
2019,Florida,SEC,possessionTime,23536
2019,Arkansas State,Sun Belt,netPassingYards,4065
2019,Wisconsin,Big Ten,turnovers,22
2019,Miami (OH),Mid-American,thirdDownConversions,67
2019,San Diego State,Mountain West,passCompletions,253
2019,South Florida,American Athletic,passingTDs,18
2019,Texas Tech,Big 12,kickReturns,37
2019,Tulsa,American Athletic,totalYards,5036
2019,Utah,Pac-12,tacklesForLoss,81
2019,UNLV,Mountain West,puntReturnYards,49
2019,Stanford,Pac-12,interceptionYards,15
2019,Washington,Pac-12,netPassingYards,3164
2019,Kansas,Big 12,totalYards,4505
2019,Western Michigan,Mid-American,penaltyYards,759
2019,Texas A&M,SEC,tacklesForLoss,98
2019,Louisiana Monroe,Sun Belt,interceptionYards,167
2019,Baylor,Big 12,thirdDowns,180
2019,UCLA,Pac-12,kickReturnYards,416
2019,Vanderbilt,SEC,interceptionYards,69
2019,Charlotte,Conference USA,kickReturnYards,380
2019,Miami (OH),Mid-American,fourthDownConversions,6
2019,Oklahoma,Big 12,rushingAttempts,565
2019,Stanford,Pac-12,totalYards,4408
2019,Oregon State,Pac-12,puntReturnYards,72
2019,Troy,Sun Belt,passesIntercepted,11
2019,Texas A&M,SEC,penaltyYards,719
2019,South Alabama,Sun Belt,tacklesForLoss,88
2019,Nevada,Mountain West,kickReturns,36
2019,Iowa,Big Ten,kickReturnYards,531
2019,UMass,FBS Independents,netPassingYards,2022
2019,Arkansas State,Sun Belt,rushingYards,1654
2019,Ohio,Mid-American,penalties,70
2019,South Carolina,SEC,puntReturnTDs,0
2019,Arkansas,SEC,fourthDownConversions,8
2019,Georgia State,Sun Belt,rushingTDs,30
2019,Purdue,Big Ten,passAttempts,520
2019,Clemson,ACC,kickReturns,23
2019,Florida Atlantic,Conference USA,passAttempts,502
2019,Louisiana Tech,Conference USA,fumblesLost,9
2019,New Mexico,Mountain West,kickReturnYards,627
2019,Arkansas,SEC,puntReturnYards,160
2019,NC State,ACC,passingTDs,14
2019,Kent State,Mid-American,passingTDs,24
2019,Northern Illinois,Mid-American,passesIntercepted,4
2019,Utah,Pac-12,netPassingYards,3187
2019,Kansas,Big 12,netPassingYards,2775
